employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,awards_won_flag,training_score_bucket,education_encoded,tenure_ratio
36907,Operations,region_12,Master's & above,m,other,1,37,4.0,3,0,60,0,0,medium,2,0.08108108108108109
44324,Procurement,region_2,Master's & above,f,other,1,46,5.0,5,0,68,1,0,high,2,0.13513513513513514
59856,Procurement,region_2,Master's & above,f,other,1,58,3.0,16,0,69,0,0,high,2,0.43243243243243246
10230,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,38,2.0,11,0,51,0,0,medium,1,0.2972972972972973
29186,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,26,2.0,3,0,47,0,0,medium,1,0.08108108108108109
72477,Technology,region_2,Bachelor's,f,referred,1,36,2.0,7,0,82,0,0,very_high,1,0.1891891891891892
4710,Sales & Marketing,region_29,Master's & above,m,sourcing,1,44,4.0,9,0,52,0,0,medium,2,0.24324324324324326
59240,Technology,region_21,Bachelor's,m,other,1,53,3.0,7,0,84,0,0,very_high,1,0.1891891891891892
23073,Sales & Marketing,region_15,Bachelor's,m,sourcing,3,31,3.0,5,0,53,0,0,medium,1,0.13513513513513514
33078,HR,region_7,Bachelor's,m,other,1,35,3.0,5,0,49,0,0,medium,1,0.13513513513513514
65773,Operations,region_7,Bachelor's,m,other,1,31,5.0,3,0,60,0,0,medium,1,0.08108108108108109
2648,Procurement,region_22,Bachelor's,m,sourcing,1,26,3.0,4,0,71,0,0,high,1,0.10810810810810811
57588,Sales & Marketing,region_7,Bachelor's,m,other,1,28,3.0,3,1,91,1,1,very_high,1,0.08108108108108109
67726,Operations,region_6,Bachelor's,m,sourcing,1,30,3.0,6,0,58,0,0,medium,1,0.16216216216216217
22598,Procurement,region_22,Master's & above,m,other,1,31,3.0,7,0,66,0,0,high,2,0.1891891891891892
30252,Procurement,region_2,Bachelor's,m,sourcing,1,28,0.0,1,0,69,0,0,high,1,0.02702702702702703
25212,R&D,region_2,Bachelor's,m,sourcing,1,39,3.0,12,0,83,0,0,very_high,1,0.32432432432432434
35439,Operations,region_22,Bachelor's,m,sourcing,2,32,3.0,5,0,60,0,0,medium,1,0.13513513513513514
35374,Sales & Marketing,region_20,Bachelor's,m,other,3,30,1.0,2,0,46,0,0,medium,1,0.05405405405405406
23723,Procurement,region_6,Bachelor's,m,sourcing,1,24,0.0,1,0,73,0,0,high,1,0.02702702702702703
21836,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,37,1.0,8,0,50,0,0,medium,1,0.21621621621621623
65190,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,1.0,3,0,50,0,0,medium,2,0.08108108108108109
24685,Analytics,region_32,Bachelor's,m,other,2,28,2.0,4,0,85,0,0,very_high,1,0.10810810810810811
1548,Operations,region_2,Master's & above,f,sourcing,1,54,3.0,15,0,60,0,0,medium,2,0.40540540540540543
29450,HR,region_22,Master's & above,m,other,1,38,4.0,8,0,48,0,0,medium,2,0.21621621621621623
38899,Procurement,region_26,Bachelor's,f,other,1,41,4.0,6,0,68,0,0,high,1,0.16216216216216217
16905,Procurement,region_28,Bachelor's,f,sourcing,1,32,3.0,6,0,71,0,0,high,1,0.16216216216216217
37439,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,33,2.0,10,0,51,0,0,medium,1,0.2702702702702703
5141,Sales & Marketing,region_1,Bachelor's,m,other,2,27,1.0,2,0,49,0,0,medium,1,0.05405405405405406
6206,Technology,region_7,Bachelor's,m,other,1,28,4.0,5,0,86,0,0,very_high,1,0.13513513513513514
73645,Sales & Marketing,region_34,Bachelor's,m,other,1,28,4.0,4,1,97,1,1,very_high,1,0.10810810810810811
55846,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,3.0,9,0,51,0,0,medium,2,0.24324324324324326
4913,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,45,5.0,16,0,52,0,0,medium,1,0.43243243243243246
48087,Operations,region_4,Bachelor's,f,other,1,32,5.0,5,0,64,0,0,high,1,0.13513513513513514
5702,Legal,region_13,Bachelor's,f,sourcing,1,31,3.0,4,0,54,0,0,medium,1,0.10810810810810811
8696,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,30,3.0,4,1,48,0,1,medium,1,0.10810810810810811
63656,Analytics,region_25,Bachelor's,m,sourcing,2,27,0.0,1,0,88,1,0,very_high,1,0.02702702702702703
44619,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,3.0,5,0,47,0,0,medium,1,0.13513513513513514
27169,Operations,region_7,Master's & above,m,sourcing,1,37,5.0,3,0,54,0,0,medium,2,0.08108108108108109
21306,Sales & Marketing,region_31,Bachelor's,m,other,1,34,4.0,7,0,49,0,0,medium,1,0.1891891891891892
34726,Technology,region_29,Master's & above,m,sourcing,2,33,4.0,2,0,78,0,0,high,2,0.05405405405405406
41879,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,28,0.0,1,0,48,0,0,medium,1,0.02702702702702703
36859,Technology,region_15,Bachelor's,m,other,1,29,4.0,4,0,83,0,0,very_high,1,0.10810810810810811
21098,Technology,region_2,Bachelor's,f,referred,1,32,3.0,6,0,79,0,0,high,1,0.16216216216216217
27067,Procurement,region_2,Master's & above,f,other,1,53,2.0,12,0,70,1,0,high,2,0.32432432432432434
14968,Sales & Marketing,region_27,Bachelor's,m,other,1,30,3.0,5,0,53,0,0,medium,1,0.13513513513513514
55197,Finance,region_2,Bachelor's,m,other,2,38,3.0,9,0,57,0,0,medium,1,0.24324324324324326
3110,Sales & Marketing,region_28,Bachelor's,f,other,1,31,4.0,3,0,49,0,0,medium,1,0.08108108108108109
60690,Operations,region_2,Master's & above,m,other,1,47,3.0,7,0,64,0,0,high,2,0.1891891891891892
41085,Analytics,region_29,Bachelor's,m,sourcing,1,30,5.0,4,0,83,1,0,very_high,1,0.10810810810810811
26559,Operations,region_2,Below Secondary,f,sourcing,1,24,3.0,2,0,61,0,0,high,0,0.05405405405405406
28045,Operations,region_22,Bachelor's,m,other,1,38,4.0,5,0,56,0,0,medium,1,0.13513513513513514
67874,Operations,region_28,Master's & above,m,other,2,33,3.0,5,0,63,0,0,high,2,0.13513513513513514
6900,Technology,region_22,Bachelor's,m,referred,1,31,3.0,4,0,83,0,0,very_high,1,0.10810810810810811
4211,Operations,region_15,Bachelor's,m,other,2,33,3.0,6,0,60,0,0,medium,1,0.16216216216216217
19505,Technology,region_7,Bachelor's,m,other,1,29,1.0,5,0,82,0,0,very_high,1,0.13513513513513514
70455,Sales & Marketing,region_23,Master's & above,m,sourcing,1,31,5.0,9,0,50,0,0,medium,2,0.24324324324324326
25931,Procurement,region_23,Master's & above,f,other,1,36,3.0,8,0,67,1,0,high,2,0.21621621621621623
38786,Sales & Marketing,region_31,Master's & above,m,other,2,37,3.0,4,0,50,0,0,medium,2,0.10810810810810811
49149,HR,region_22,Bachelor's,m,other,1,30,3.0,5,0,49,0,0,medium,1,0.13513513513513514
62241,Sales & Marketing,region_7,Bachelor's,m,other,2,33,3.0,5,0,48,0,0,medium,1,0.13513513513513514
41514,Operations,region_22,Below Secondary,m,sourcing,2,24,0.0,1,0,59,0,0,medium,0,0.02702702702702703
24155,Procurement,region_15,Bachelor's,f,sourcing,1,43,5.0,17,0,65,0,0,high,1,0.4594594594594595
39837,Sales & Marketing,region_28,Master's & above,m,other,1,30,1.0,2,0,49,0,0,medium,2,0.05405405405405406
17813,Operations,region_4,Master's & above,f,sourcing,2,43,5.0,13,0,62,0,0,high,2,0.35135135135135137
71075,Technology,region_7,Bachelor's,f,other,2,25,4.0,4,0,82,0,0,very_high,1,0.10810810810810811
58092,Procurement,region_6,Bachelor's,f,sourcing,1,29,3.0,2,0,69,0,0,high,1,0.05405405405405406
29661,Analytics,region_2,Bachelor's,m,other,1,33,5.0,6,0,80,0,0,high,1,0.16216216216216217
42116,Sales & Marketing,region_28,Bachelor's,m,other,1,37,1.0,7,0,45,0,0,medium,1,0.1891891891891892
68622,Analytics,region_15,Bachelor's,m,sourcing,2,34,4.0,7,0,84,0,0,very_high,1,0.1891891891891892
10385,Technology,region_7,Master's & above,f,sourcing,1,39,1.0,4,0,87,0,0,very_high,2,0.10810810810810811
17407,Operations,region_15,Bachelor's,m,sourcing,1,42,4.0,6,0,59,0,0,medium,1,0.16216216216216217
14598,Finance,region_2,Bachelor's,m,sourcing,2,25,3.0,3,0,56,0,0,medium,1,0.08108108108108109
8337,Analytics,region_34,Bachelor's,m,sourcing,2,29,3.0,3,0,85,0,0,very_high,1,0.08108108108108109
9356,Operations,region_8,Bachelor's,m,other,1,28,0.0,1,0,54,0,0,medium,1,0.02702702702702703
32901,Analytics,region_20,Master's & above,m,other,1,33,4.0,3,0,81,0,0,very_high,2,0.08108108108108109
16705,Technology,region_22,Bachelor's,m,sourcing,3,27,0.0,1,0,80,0,0,high,1,0.02702702702702703
38921,Operations,region_7,Bachelor's,f,other,1,29,3.0,4,0,61,0,0,high,1,0.10810810810810811
47802,Technology,region_7,Master's & above,m,other,1,44,3.0,4,0,74,0,0,high,2,0.10810810810810811
48171,Operations,region_15,Bachelor's,m,other,1,51,3.0,3,0,59,0,0,medium,1,0.08108108108108109
31522,Analytics,region_13,Master's & above,m,sourcing,1,40,4.0,4,0,88,0,0,very_high,2,0.10810810810810811
46116,Operations,region_2,Master's & above,f,sourcing,1,50,3.0,16,0,58,0,0,medium,2,0.43243243243243246
67554,Sales & Marketing,region_14,Master's & above,m,other,1,36,4.0,7,0,51,0,0,medium,2,0.1891891891891892
72769,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,5.0,7,0,49,0,0,medium,2,0.1891891891891892
35172,Sales & Marketing,region_2,Bachelor's,m,other,1,58,3.0,16,0,49,0,0,medium,1,0.43243243243243246
42010,Sales & Marketing,region_22,Bachelor's,m,other,2,30,4.0,3,0,52,0,0,medium,1,0.08108108108108109
33930,Legal,region_22,Below Secondary,m,sourcing,2,26,3.0,2,0,56,0,0,medium,0,0.05405405405405406
64278,Operations,region_34,Bachelor's,m,other,1,40,1.0,8,0,61,0,0,high,1,0.21621621621621623
50621,Procurement,region_6,Bachelor's,m,sourcing,1,26,0.0,1,0,71,0,0,high,1,0.02702702702702703
37605,Procurement,region_13,Master's & above,m,other,2,46,4.0,6,0,75,0,0,high,2,0.16216216216216217
71595,Analytics,region_22,Bachelor's,m,sourcing,2,27,3.0,3,0,81,1,0,very_high,1,0.08108108108108109
62292,Legal,region_7,Bachelor's,m,other,3,27,4.0,2,0,58,0,0,medium,1,0.05405405405405406
25932,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,42,5.0,9,0,56,0,0,medium,1,0.24324324324324326
50039,Operations,region_15,Bachelor's,m,other,1,26,3.0,4,0,58,0,0,medium,1,0.10810810810810811
37750,Technology,region_16,Bachelor's,m,sourcing,1,26,1.0,3,0,79,0,0,high,1,0.08108108108108109
11117,Operations,region_2,Master's & above,m,other,1,50,4.0,5,0,57,0,0,medium,2,0.13513513513513514
7666,Technology,region_13,Bachelor's,f,sourcing,1,26,5.0,3,0,83,0,0,very_high,1,0.08108108108108109
49044,Analytics,region_11,Bachelor's,m,sourcing,1,31,3.0,7,0,82,0,0,very_high,1,0.1891891891891892
11741,Operations,region_26,Bachelor's,m,sourcing,1,40,5.0,6,0,61,0,0,high,1,0.16216216216216217
3336,Analytics,region_22,Bachelor's,f,other,1,28,5.0,5,0,88,0,0,very_high,1,0.13513513513513514
3849,Technology,region_26,Bachelor's,f,other,1,40,2.0,4,0,78,0,0,high,1,0.10810810810810811
21028,Sales & Marketing,region_16,Bachelor's,m,other,1,32,1.0,7,0,48,0,0,medium,1,0.1891891891891892
14932,HR,region_28,Bachelor's,m,other,1,31,5.0,3,0,54,0,0,medium,1,0.08108108108108109
23675,R&D,region_7,Bachelor's,m,sourcing,2,35,1.0,5,0,81,0,0,very_high,1,0.13513513513513514
49122,Procurement,region_34,Master's & above,f,other,1,37,3.0,11,0,68,0,0,high,2,0.2972972972972973
67839,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,4.0,5,0,51,0,0,medium,1,0.13513513513513514
15163,Operations,region_27,Master's & above,f,other,1,50,3.0,3,0,62,0,0,high,2,0.08108108108108109
59004,Sales & Marketing,region_19,Bachelor's,m,other,1,32,3.0,4,0,43,0,0,medium,1,0.10810810810810811
19747,Operations,region_2,Master's & above,f,other,1,38,3.0,9,0,58,0,0,medium,2,0.24324324324324326
34367,Sales & Marketing,region_19,Bachelor's,m,other,1,26,3.0,4,0,48,0,0,medium,1,0.10810810810810811
43412,Sales & Marketing,region_15,Bachelor's,f,other,1,27,5.0,2,0,47,0,0,medium,1,0.05405405405405406
77283,Technology,region_22,Master's & above,f,sourcing,2,34,1.0,8,0,76,0,0,high,2,0.21621621621621623
38943,Finance,region_20,Master's & above,f,other,1,34,1.0,9,0,59,0,0,medium,2,0.24324324324324326
64349,Technology,region_22,Bachelor's,m,sourcing,1,34,3.0,5,0,76,0,0,high,1,0.13513513513513514
43496,Procurement,region_16,Bachelor's,m,other,1,29,4.0,3,0,72,0,0,high,1,0.08108108108108109
19527,Technology,region_2,Bachelor's,f,other,2,29,0.0,1,0,78,0,0,high,1,0.02702702702702703
20947,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,1.0,18,0,50,0,0,medium,2,0.4864864864864865
11106,Analytics,region_32,Bachelor's,f,other,1,30,3.0,4,0,85,0,0,very_high,1,0.10810810810810811
16239,Analytics,region_31,Bachelor's,m,sourcing,1,43,2.0,3,1,83,0,1,very_high,1,0.08108108108108109
19734,Operations,region_22,Master's & above,f,other,1,48,5.0,16,0,58,0,0,medium,2,0.43243243243243246
13068,R&D,region_27,Bachelor's,m,other,1,31,4.0,6,0,85,0,0,very_high,1,0.16216216216216217
11385,Finance,region_2,Master's & above,m,other,1,36,5.0,11,0,55,0,0,medium,2,0.2972972972972973
41668,Finance,region_2,Bachelor's,m,sourcing,1,44,3.0,6,0,61,0,0,high,1,0.16216216216216217
51199,Operations,region_13,Master's & above,m,other,1,39,1.0,5,0,56,0,0,medium,2,0.13513513513513514
20148,Procurement,region_7,Bachelor's,f,sourcing,1,31,4.0,7,0,72,0,0,high,1,0.1891891891891892
14873,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,1.0,4,0,45,0,0,medium,1,0.10810810810810811
12265,Operations,region_5,Bachelor's,m,other,1,25,3.0,3,0,59,1,0,medium,1,0.08108108108108109
67213,Sales & Marketing,region_34,Bachelor's,m,other,1,28,1.0,4,0,52,0,0,medium,1,0.10810810810810811
76489,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,5.0,12,0,47,0,0,medium,2,0.32432432432432434
16764,Procurement,region_26,Bachelor's,m,sourcing,7,25,3.0,2,0,67,0,0,high,1,0.05405405405405406
72763,Procurement,region_7,Bachelor's,m,other,1,33,3.0,6,0,66,0,0,high,1,0.16216216216216217
25851,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,39,5.0,8,0,47,0,0,medium,1,0.21621621621621623
26925,Technology,region_2,Bachelor's,m,other,1,45,3.0,17,0,80,0,0,high,1,0.4594594594594595
37758,Sales & Marketing,region_15,Bachelor's,m,other,2,33,1.0,10,0,50,0,0,medium,1,0.2702702702702703
65197,Procurement,region_7,Master's & above,f,other,1,41,5.0,4,0,71,0,0,high,2,0.10810810810810811
46248,Procurement,region_2,Bachelor's,f,other,1,36,3.0,8,0,74,0,0,high,1,0.21621621621621623
15721,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,0.0,1,0,51,0,0,medium,1,0.02702702702702703
34462,Analytics,region_12,Bachelor's,m,other,1,30,3.0,2,0,81,0,0,very_high,1,0.05405405405405406
16576,Technology,region_1,Master's & above,f,sourcing,1,31,4.0,3,0,81,0,0,very_high,2,0.08108108108108109
70077,R&D,region_22,Bachelor's,m,other,1,31,3.0,2,1,87,1,1,very_high,1,0.05405405405405406
27716,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,27,0.0,1,0,47,0,0,medium,1,0.02702702702702703
27998,Operations,region_16,Master's & above,f,other,1,41,5.0,7,0,57,0,0,medium,2,0.1891891891891892
75313,Analytics,region_2,Bachelor's,m,other,1,31,4.0,3,0,82,0,0,very_high,1,0.08108108108108109
43453,Operations,region_11,Bachelor's,f,sourcing,1,27,3.0,2,0,61,0,0,high,1,0.05405405405405406
22036,Operations,region_22,Bachelor's,f,other,1,32,5.0,8,0,58,1,0,medium,1,0.21621621621621623
20655,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,38,1.0,9,0,51,0,0,medium,1,0.24324324324324326
31418,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,32,4.0,6,0,52,0,0,medium,1,0.16216216216216217
18882,Operations,region_16,Bachelor's,m,other,1,33,3.0,7,0,58,0,0,medium,1,0.1891891891891892
54745,Technology,region_33,Bachelor's,f,sourcing,1,27,3.0,4,0,79,0,0,high,1,0.10810810810810811
39048,Procurement,region_19,Bachelor's,m,other,1,36,4.0,7,0,71,0,0,high,1,0.1891891891891892
60450,Operations,region_2,Master's & above,f,other,1,38,4.0,10,0,59,0,0,medium,2,0.2702702702702703
68103,Finance,region_2,Bachelor's,m,sourcing,1,32,4.0,8,0,63,0,0,high,1,0.21621621621621623
42022,Sales & Marketing,region_4,Master's & above,m,sourcing,1,37,5.0,7,1,45,0,1,medium,2,0.1891891891891892
56711,Procurement,region_17,Bachelor's,m,other,1,41,3.0,2,0,69,0,0,high,1,0.05405405405405406
18459,Technology,region_2,Bachelor's,m,sourcing,1,37,3.0,8,0,83,0,0,very_high,1,0.21621621621621623
72571,Operations,region_22,Bachelor's,m,other,1,42,2.0,12,0,64,0,0,high,1,0.32432432432432434
70453,Sales & Marketing,region_15,Master's & above,m,sourcing,1,37,1.0,9,0,48,0,0,medium,2,0.24324324324324326
75529,Operations,region_2,Bachelor's,m,sourcing,2,36,3.0,9,0,60,0,0,medium,1,0.24324324324324326
67253,Procurement,region_2,Bachelor's,f,other,1,32,5.0,3,0,73,0,0,high,1,0.08108108108108109
15124,Procurement,region_17,Bachelor's,f,other,1,40,3.0,8,0,67,0,0,high,1,0.21621621621621623
44564,Operations,region_2,Bachelor's,f,sourcing,1,37,5.0,9,0,62,0,0,high,1,0.24324324324324326
27037,Sales & Marketing,region_4,Bachelor's,m,other,3,30,3.0,5,0,45,0,0,medium,1,0.13513513513513514
41789,Legal,region_32,Bachelor's,m,other,1,29,0.0,1,0,61,0,0,high,1,0.02702702702702703
9415,Technology,region_26,Bachelor's,f,sourcing,2,34,3.0,3,0,76,0,0,high,1,0.08108108108108109
71098,Procurement,region_15,Master's & above,m,other,2,32,5.0,4,0,67,0,0,high,2,0.10810810810810811
71753,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,0.0,1,0,53,0,0,medium,1,0.02702702702702703
56718,Procurement,region_17,Bachelor's,f,sourcing,1,38,5.0,2,0,73,0,0,high,1,0.05405405405405406
59067,Legal,region_2,Master's & above,m,sourcing,1,56,5.0,13,0,58,1,0,medium,2,0.35135135135135137
5718,Operations,region_27,Master's & above,m,sourcing,1,48,5.0,20,0,62,1,0,high,2,0.5405405405405406
52636,Technology,region_15,Bachelor's,m,sourcing,1,27,3.0,3,0,79,0,0,high,1,0.08108108108108109
30594,Sales & Marketing,region_30,Bachelor's,m,other,1,29,1.0,7,0,47,0,0,medium,1,0.1891891891891892
72530,Technology,region_22,Bachelor's,m,sourcing,2,32,2.0,6,0,77,0,0,high,1,0.16216216216216217
12774,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,45,2.0,13,0,52,0,0,medium,1,0.35135135135135137
14016,Operations,region_33,Bachelor's,m,other,1,37,2.0,7,0,57,1,0,medium,1,0.1891891891891892
31963,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,4.0,13,0,51,0,0,medium,2,0.35135135135135137
46058,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,29,3.0,6,0,47,0,0,medium,1,0.16216216216216217
1805,Analytics,region_27,Bachelor's,m,sourcing,1,29,3.0,2,0,86,0,0,very_high,1,0.05405405405405406
38154,Sales & Marketing,region_24,Bachelor's,m,other,1,30,5.0,2,0,52,0,0,medium,1,0.05405405405405406
26728,Sales & Marketing,region_14,Bachelor's,m,other,1,35,4.0,10,0,47,0,0,medium,1,0.2702702702702703
56539,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,30,1.0,8,0,44,0,0,medium,1,0.21621621621621623
54146,Sales & Marketing,region_28,Bachelor's,m,other,1,37,3.0,8,0,45,0,0,medium,1,0.21621621621621623
43243,Analytics,region_12,Bachelor's,m,sourcing,2,27,3.0,4,0,82,0,0,very_high,1,0.10810810810810811
29949,HR,region_31,Bachelor's,f,other,1,28,5.0,6,0,48,0,0,medium,1,0.16216216216216217
76861,Analytics,region_22,Master's & above,m,sourcing,1,33,5.0,3,0,94,1,0,very_high,2,0.08108108108108109
16279,Sales & Marketing,region_4,Master's & above,m,sourcing,1,45,4.0,15,0,52,0,0,medium,2,0.40540540540540543
19435,Operations,region_5,Bachelor's,f,sourcing,1,29,3.0,3,0,59,0,0,medium,1,0.08108108108108109
62602,Sales & Marketing,region_27,Master's & above,m,other,1,34,5.0,5,0,55,0,0,medium,2,0.13513513513513514
36077,Analytics,region_2,Bachelor's,m,other,1,36,3.0,3,0,85,0,0,very_high,1,0.08108108108108109
78199,Sales & Marketing,region_15,Bachelor's,m,other,1,28,1.0,4,0,52,0,0,medium,1,0.10810810810810811
5696,Technology,region_22,Master's & above,m,sourcing,1,45,5.0,11,0,84,1,0,very_high,2,0.2972972972972973
58191,Sales & Marketing,region_19,Bachelor's,m,other,1,29,5.0,4,0,53,0,0,medium,1,0.10810810810810811
44425,Technology,region_33,Master's & above,m,other,1,42,3.0,5,0,78,0,0,high,2,0.13513513513513514
3324,Technology,region_2,Master's & above,m,sourcing,1,38,3.0,10,0,84,1,0,very_high,2,0.2702702702702703
35080,Analytics,region_28,Bachelor's,m,sourcing,1,39,3.0,7,0,86,0,0,very_high,1,0.1891891891891892
42396,Sales & Marketing,region_32,Bachelor's,f,other,1,27,3.0,5,0,49,0,0,medium,1,0.13513513513513514
47842,Sales & Marketing,region_6,Bachelor's,m,other,2,29,3.0,2,0,46,0,0,medium,1,0.05405405405405406
7385,Analytics,region_7,Bachelor's,m,sourcing,1,36,5.0,4,0,86,0,0,very_high,1,0.10810810810810811
2987,Sales & Marketing,region_32,Bachelor's,m,other,2,34,1.0,9,0,49,0,0,medium,1,0.24324324324324326
248,Operations,region_10,Bachelor's,f,sourcing,2,33,3.0,7,0,60,0,0,medium,1,0.1891891891891892
14822,Sales & Marketing,region_29,Bachelor's,m,other,1,26,3.0,4,0,50,0,0,medium,1,0.10810810810810811
45950,HR,region_7,Master's & above,m,other,1,36,4.0,8,0,47,0,0,medium,2,0.21621621621621623
51929,Operations,region_11,Master's & above,m,other,1,33,3.0,7,0,63,0,0,high,2,0.1891891891891892
60112,Sales & Marketing,region_2,Bachelor's,f,other,1,38,3.0,3,0,52,1,0,medium,1,0.08108108108108109
46743,Sales & Marketing,region_2,Bachelor's,f,other,1,32,3.0,3,0,53,0,0,medium,1,0.08108108108108109
59302,Procurement,region_13,Master's & above,f,other,1,49,5.0,3,0,70,0,0,high,2,0.08108108108108109
15615,Analytics,region_30,Bachelor's,m,other,1,31,3.0,1,0,88,0,0,very_high,1,0.02702702702702703
22068,Technology,region_26,Below Secondary,m,other,2,25,3.0,3,0,79,0,0,high,0,0.08108108108108109
47627,Procurement,region_24,Bachelor's,f,other,1,31,2.0,1,0,70,0,0,high,1,0.02702702702702703
25513,Sales & Marketing,region_25,Master's & above,m,other,1,38,3.0,7,0,50,0,0,medium,2,0.1891891891891892
3742,Sales & Marketing,region_4,Master's & above,f,sourcing,1,34,5.0,7,0,92,1,0,very_high,2,0.1891891891891892
63065,Technology,region_17,Master's & above,m,sourcing,1,35,3.0,3,0,76,0,0,high,2,0.08108108108108109
34665,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3.0,10,0,47,0,0,medium,1,0.2702702702702703
75337,Technology,region_7,Master's & above,f,other,1,40,3.0,4,0,78,0,0,high,2,0.10810810810810811
26349,Sales & Marketing,region_2,Bachelor's,f,other,1,41,3.0,5,0,45,0,0,medium,1,0.13513513513513514
6814,Sales & Marketing,region_2,Master's & above,f,other,1,57,3.0,2,0,50,0,0,medium,2,0.05405405405405406
2532,Operations,region_7,Bachelor's,m,other,1,26,0.0,1,0,57,0,0,medium,1,0.02702702702702703
53886,Sales & Marketing,region_33,Bachelor's,m,other,1,30,3.0,6,0,49,0,0,medium,1,0.16216216216216217
74943,Analytics,region_2,Bachelor's,m,other,1,46,3.0,20,0,87,0,0,very_high,1,0.5405405405405406
33145,Procurement,region_31,Bachelor's,f,other,1,36,5.0,9,0,68,0,0,high,1,0.24324324324324326
32411,Operations,region_2,Master's & above,m,other,1,33,3.0,8,0,64,0,0,high,2,0.21621621621621623
32252,Procurement,region_21,Bachelor's,m,other,3,36,3.0,10,0,68,0,0,high,1,0.2702702702702703
1153,Operations,region_22,Bachelor's,m,sourcing,1,46,4.0,18,0,62,0,0,high,1,0.4864864864864865
58334,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,24,3.0,2,0,51,0,0,medium,1,0.05405405405405406
66900,Operations,region_22,Bachelor's,f,other,1,38,5.0,7,1,70,1,1,high,1,0.1891891891891892
11075,Operations,region_2,Bachelor's,m,other,1,51,3.0,11,0,60,0,0,medium,1,0.2972972972972973
17439,Technology,region_13,Bachelor's,f,other,1,30,3.0,7,0,82,0,0,very_high,1,0.1891891891891892
22649,HR,region_2,Bachelor's,f,other,1,58,3.0,6,0,53,0,0,medium,1,0.16216216216216217
60880,HR,region_25,Master's & above,f,sourcing,1,32,5.0,8,0,47,0,0,medium,2,0.21621621621621623
44662,Operations,region_15,Bachelor's,m,other,2,42,5.0,3,0,60,0,0,medium,1,0.08108108108108109
69158,Analytics,region_26,Bachelor's,m,other,1,30,1.0,6,0,82,0,0,very_high,1,0.16216216216216217
70551,Technology,region_2,Bachelor's,m,sourcing,2,32,3.0,2,0,81,0,0,very_high,1,0.05405405405405406
15777,Technology,region_2,Bachelor's,f,other,2,30,3.0,3,0,79,0,0,high,1,0.08108108108108109
58087,Operations,region_29,Master's & above,m,sourcing,1,46,3.0,6,0,59,0,0,medium,2,0.16216216216216217
17897,Analytics,region_22,Bachelor's,m,other,2,25,3.0,2,0,82,0,0,very_high,1,0.05405405405405406
50913,Analytics,region_7,Bachelor's,m,sourcing,2,35,5.0,4,0,89,0,0,very_high,1,0.10810810810810811
73146,Procurement,region_27,Bachelor's,f,other,1,28,0.0,1,0,71,0,0,high,1,0.02702702702702703
56490,Technology,region_22,Master's & above,m,other,1,35,1.0,3,0,79,0,0,high,2,0.08108108108108109
21478,Technology,region_2,Bachelor's,f,other,1,56,1.0,13,0,81,0,0,very_high,1,0.35135135135135137
76280,Operations,region_11,Master's & above,f,other,1,40,4.0,4,0,58,0,0,medium,2,0.10810810810810811
68259,Procurement,region_28,Master's & above,m,other,1,34,4.0,9,0,72,0,0,high,2,0.24324324324324326
39616,HR,region_2,Bachelor's,f,other,1,31,3.0,6,0,46,0,0,medium,1,0.16216216216216217
40073,Operations,region_23,Master's & above,f,other,1,42,5.0,10,0,58,0,0,medium,2,0.2702702702702703
52780,Operations,region_13,Master's & above,f,other,1,41,5.0,6,0,62,0,0,high,2,0.16216216216216217
66981,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,38,3.0,7,0,49,0,0,medium,1,0.1891891891891892
25941,Procurement,region_26,Bachelor's,m,other,1,32,1.0,4,0,74,0,0,high,1,0.10810810810810811
